,tweet_id,president,stance,naming_form
55,891105884830433280,Vladimir Putin,0,TLN
56,893441346219978754,Vladimir Putin,-1,FN
57,897856310712180736,Vladimir Putin,-1,FNLN
58,887283653218365440,Vladimir Putin,-1,LN
59,879749222005735424,Vladimir Putin,-1,LN
60,897281499577303041,Vladimir Putin,-1,LN
61,890563039048724481,Vladimir Putin,0,LN
62,897537880909807620,Vladimir Putin,-1,FNLN
63,885081448981688322,Vladimir Putin,-1,FN
64,890826883809517568,Vladimir Putin,1,LN
65,897260167846383616,Vladimir Putin,-1,LN
66,881811340171644928,Vladimir Putin,-1,TFNLN
67,890653971630530561,Vladimir Putin,1,FNLN
68,880187242400055297,Vladimir Putin,-1,LN
69,880911613817114624,Vladimir Putin,0,TFNLN
70,891024630382608385,Vladimir Putin,0,LN
71,895146539030642688,Vladimir Putin,0,TLN
72,885313969719824384,Vladimir Putin,-1,TFNLN
73,881924484227354625,Vladimir Putin,-1,FNLN
74,896918753438351360,Vladimir Putin,-1,FNLN
75,895099779574886400,Vladimir Putin,-1,LN
76,881169575630565376,Vladimir Putin,-1,FNLN
77,894484082222129152,Vladimir Putin,0,LN
78,890817151619055619,Vladimir Putin,1,TFNLN
79,890889482446176257,Vladimir Putin,-1,LN
80,890828381150994432,Vladimir Putin,-1,LN
81,896855741054672896,Vladimir Putin,1,TFNLN
82,890545155169820672,Vladimir Putin,-1,LN
83,881748114771595264,Vladimir Putin,0,FNLN
84,894752274131566592,Vladimir Putin,1,LN
85,890080919293378561,Vladimir Putin,-1,LN
86,898689448996593665,Vladimir Putin,-1,LN
87,890090470910590976,Vladimir Putin,-1,LN
88,889263127199600640,Vladimir Putin,-1,LN
89,894661561767395334,Vladimir Putin,-1,LN
90,890103182680088577,Vladimir Putin,-1,LN
91,890740670587076608,Vladimir Putin,-1,LN
92,899028945965862912,Vladimir Putin,-1,LN
93,880502952074633217,Vladimir Putin,0,FNLN
94,886963902667509760,Vladimir Putin,1,TLN
95,898663129487364096,Vladimir Putin,-1,LN
96,894375916079648769,Vladimir Putin,-1,LN
97,886962711464202240,Vladimir Putin,-1,LN
98,898725394710355968,Vladimir Putin,1,TLN
99,880149260800593922,Vladimir Putin,0,TFNLN
100,881966337483874304,Vladimir Putin,-1,LN
101,880219817013374984,Vladimir Putin,-1,LN
102,881280894593630209,Vladimir Putin,0,TFNLN
103,890509571445276672,Vladimir Putin,-1,LN
104,898847812313423873,Vladimir Putin,-1,LN
105,899090473440202752,Vladimir Putin,0,LN
106,886374103304765441,Vladimir Putin,-1,LN
107,881508646143897601,Vladimir Putin,0,FNLN
108,887303410957070336,Vladimir Putin,1,TLN
109,890594896565948416,Vladimir Putin,-1,LN
110,890363428698812416,Vladimir Putin,-1,FNLN
111,884782445790457858,Vladimir Putin,-1,FN
112,890645880042344448,Vladimir Putin,0,LN
113,879774561100869632,Vladimir Putin,-1,TLN
114,887791358634737664,Vladimir Putin,-1,FNLN
115,897956328022261760,Vladimir Putin,-1,FN
116,893422354977652736,Vladimir Putin,-1,LN
117,890597223376969728,Vladimir Putin,-1,LN
118,886974557814480896,Vladimir Putin,-1,LN
119,886400315276308480,Vladimir Putin,0,LN
120,894197333830897664,Vladimir Putin,0,TFNLN
121,897175257961742336,Vladimir Putin,-1,LN
122,894071124723736576,Vladimir Putin,-1,FN
123,887302960241401856,Vladimir Putin,-1,LN
124,894407989360291841,Vladimir Putin,-1,TFNLN
125,898429508331622400,Vladimir Putin,0,TFNLN
126,895061579133321216,Vladimir Putin,-1,LN
127,891128429785083905,Vladimir Putin,-1,LN
128,887335947368620033,Vladimir Putin,-1,LN
129,889625612629012480,Vladimir Putin,-1,LN
130,893081012833583106,Vladimir Putin,-1,FNLN
131,894622308610052097,Vladimir Putin,-1,LN
132,889287552854884356,Vladimir Putin,-1,LN
133,897211182947459072,Vladimir Putin,1,LN
134,895036822509703168,Vladimir Putin,-1,LN
135,892150450786533376,Vladimir Putin,-1,FN
136,898643307596664834,Vladimir Putin,1,TLN
137,890641139870474240,Vladimir Putin,1,LN
138,890724501209612289,Vladimir Putin,-1,LN
139,879763133199302656,Vladimir Putin,-1,LN
140,894548145568448514,Vladimir Putin,-1,LN
141,878584961477070849,Vladimir Putin,-1,FNLN
142,888584770124468224,Vladimir Putin,0,FNLN
143,889262809527267329,Vladimir Putin,-1,LN
144,890193646322143233,Vladimir Putin,-1,FNLN
145,887999415847440384,Vladimir Putin,-1,LN
146,882206943657381888,Vladimir Putin,0,TFNLN
147,894265603107676161,Vladimir Putin,-1,LN
148,887007290519375873,Vladimir Putin,-1,LN
149,890830444526284800,Vladimir Putin,-1,LN
150,890886056261943298,Vladimir Putin,-1,LN
151,891131100390580224,Vladimir Putin,-1,LN
152,881983566854443010,Vladimir Putin,-1,LN
153,881958330561966081,Vladimir Putin,-1,LN
154,880256953125134337,Vladimir Putin,-1,LN
155,886970856005656577,Vladimir Putin,-1,TLN
156,889279916310704134,Vladimir Putin,-1,LN
157,897291486311718912,Vladimir Putin,0,LN
158,889621658541207552,Vladimir Putin,-1,LN
159,894361280416501760,Vladimir Putin,-1,LN
160,890583683614355456,Vladimir Putin,-1,LN
161,894352877254258688,Vladimir Putin,1,LN
162,887997554344022017,Vladimir Putin,-1,FNLN
163,890014052717649920,Vladimir Putin,-1,LN
164,880244728175919109,Vladimir Putin,-1,LN
165,893957744679686144,Vladimir Putin,-1,FNLN
166,898273400019464192,Vladimir Putin,1,FNLN
167,888417306618941442,Vladimir Putin,0,FNLN
168,889019223703523328,Vladimir Putin,0,FNLN
169,897503295823937541,Vladimir Putin,0,LN
170,897484620865863680,Vladimir Putin,-1,LN
171,894956469598269440,Vladimir Putin,-1,LN
172,879669282296266752,Vladimir Putin,-1,FNLN
173,892843813546336256,Vladimir Putin,-1,FN
174,897586091997450240,Vladimir Putin,1,TFNLN
175,889146545626656769,Vladimir Putin,-1,LN
176,880235726033625088,Vladimir Putin,-1,LN
177,888015596859817984,Vladimir Putin,-1,LN
178,883390951955103744,Vladimir Putin,-1,FN
179,895204684130123776,Vladimir Putin,-1,LN
180,894558039352778758,Vladimir Putin,-1,LN
181,887787450965213184,Vladimir Putin,-1,LN
182,880187580117135360,Vladimir Putin,1,LN
183,891034117827174400,Vladimir Putin,-1,LN
184,893872151329157121,Vladimir Putin,1,TLN
185,898911755535085568,Vladimir Putin,-1,LN
186,888500378186031105,Vladimir Putin,0,TFNLN
187,894628609243131904,Vladimir Putin,1,TFNLN
188,886244085199249408,Vladimir Putin,-1,FNLN
189,898687145069563904,Vladimir Putin,0,TLN
190,879227974582665218,Vladimir Putin,0,FN
191,893918618399916032,Vladimir Putin,1,FNLN
192,893547961279434752,Vladimir Putin,0,FNLN
193,897495535573114886,Vladimir Putin,1,LN
194,887450541231616001,Vladimir Putin,-1,FN
195,888472170631839744,Vladimir Putin,-1,TFNLN
196,881839205286064128,Vladimir Putin,0,LN
197,890663959275094016,Vladimir Putin,-1,LN
198,898919253830750208,Vladimir Putin,0,LN
199,894689122429919232,Vladimir Putin,0,LN
200,880188019902251009,Vladimir Putin,-1,LN
201,892415705685086209,Vladimir Putin,-1,FNLN
202,885417340006940672,Vladimir Putin,1,TFNLN
203,890717175752921090,Vladimir Putin,-1,LN
204,897267417721831425,Vladimir Putin,-1,LN
205,890821795309170688,Vladimir Putin,-1,TLN
206,890581415972175872,Vladimir Putin,-1,TLN
207,899121979751636992,Vladimir Putin,-1,LN
208,890054139643809792,Vladimir Putin,-1,LN
209,890567420527693825,Vladimir Putin,-1,LN
210,889431195171393536,Vladimir Putin,-1,LN
211,890601562682175488,Vladimir Putin,1,LN
212,890598371865636864,Vladimir Putin,-1,LN
213,890570152764469249,Vladimir Putin,-1,LN
214,887510507120463878,Vladimir Putin,-1,FN
215,895137369430609921,Vladimir Putin,-1,LN
216,879700518393786369,Vladimir Putin,-1,TLN
217,879733144638849024,Vladimir Putin,1,LN
218,898301032433938432,Vladimir Putin,1,FNLN
219,890863267140259841,Vladimir Putin,-1,LN
220,880682946549645313,Vladimir Putin,0,FNLN
221,889554886039293952,Vladimir Putin,-1,FN
222,889131806020259841,Vladimir Putin,-1,TFNLN
223,887266718086811649,Vladimir Putin,0,TFNLN
224,879702661888593920,Vladimir Putin,-1,LN
225,892873656749047809,Vladimir Putin,1,TFNLN
226,885705010876645377,Vladimir Putin,1,FNLN
227,878416396161568768,Vladimir Putin,-1,FN
228,879710759566983168,Vladimir Putin,-1,LN
229,882229191655268352,Vladimir Putin,-1,TLN
230,886971852920422400,Vladimir Putin,0,LN
231,885223598096605184,Vladimir Putin,1,TFNLN
232,890594417467326465,Vladimir Putin,-1,LN
233,892708951921377282,Vladimir Putin,-1,FNLN
234,885917760232067072,Vladimir Putin,-1,TLN
235,893310400888012800,Vladimir Putin,-1,LN
236,894266101760217088,Vladimir Putin,-1,LN
237,895139411561562113,Vladimir Putin,0,LN
238,897556732796338177,Vladimir Putin,-1,LN
239,896713841593208832,Vladimir Putin,-1,FN
240,890943914894610432,Vladimir Putin,-1,LN
241,894514390224994304,Vladimir Putin,1,FNLN
242,879699365757034498,Vladimir Putin,1,TLN
243,895135471713603585,Vladimir Putin,-1,LN
244,897351374249308160,Vladimir Putin,-1,LN
245,879737280537268224,Vladimir Putin,-1,LN
246,879710751795142656,Vladimir Putin,1,LN
247,886518971943587840,Vladimir Putin,-1,TFNLN
248,890673873548582912,Vladimir Putin,1,LN
249,890942389845676032,Vladimir Putin,-1,LN
250,888555284863492097,Vladimir Putin,-1,TFNLN
251,881989285972504577,Vladimir Putin,1,LN
252,889129250724425728,Vladimir Putin,-1,LN
253,879741514339033088,Vladimir Putin,-1,LN
254,889142210998005761,Vladimir Putin,-1,LN
255,890469976490074112,Vladimir Putin,-1,LN
256,894086144295669760,Vladimir Putin,-1,LN
257,881987157824462848,Vladimir Putin,-1,LN
258,894760437639561216,Vladimir Putin,-1,LN
259,879740532368560128,Vladimir Putin,1,LN
260,880201377502433282,Vladimir Putin,-1,LN
261,897115500492271617,Vladimir Putin,0,LN
262,887506391853871104,Vladimir Putin,-1,FNLN
263,892818247615107073,Vladimir Putin,-1,FNLN
264,894477309104795648,Vladimir Putin,0,LN
265,894089416939102210,Vladimir Putin,0,TLN
266,887323221241888770,Vladimir Putin,0,TFNLN
267,887491911216488448,Vladimir Putin,-1,TFNLN
268,887687631026499585,Vladimir Putin,0,LN
269,887854769309491201,Vladimir Putin,-1,FN
270,893338381031284736,Vladimir Putin,1,LN
271,878394128182194177,Vladimir Putin,-1,FNLN
272,880915225771470848,Vladimir Putin,1,TFNLN
273,890289389645041664,Vladimir Putin,-1,FNLN
274,893374204237631488,Vladimir Putin,-1,LN
275,894386254145609728,Vladimir Putin,1,TLN
276,881550013289070592,Vladimir Putin,-1,FNLN
277,885883197065768960,Vladimir Putin,-1,FNLN
278,889139249496379394,Vladimir Putin,-1,LN
279,880476256604753922,Vladimir Putin,1,TFNLN
280,890960905504038912,Vladimir Putin,1,FNLN
281,894378920409153536,Vladimir Putin,-1,LN
282,887313193151942656,Vladimir Putin,-1,LN
283,885614867410964480,Vladimir Putin,-1,TFNLN
284,894376975984361473,Vladimir Putin,-1,TLN
285,886285768330805248,Vladimir Putin,1,FNLN
286,885901953175310336,Vladimir Putin,-1,LN
287,885302696164696064,Vladimir Putin,-1,FN
288,894637141724209152,Vladimir Putin,1,TLN
289,885588336261386240,Vladimir Putin,-1,FNLN
290,888497323671601153,Vladimir Putin,0,TFNLN
291,890416730463510529,Vladimir Putin,-1,TLN
292,886981438964367362,Vladimir Putin,-1,LN
293,897273734507225093,Vladimir Putin,0,LN
294,890241222115303424,Vladimir Putin,-1,FNLN
295,894289171283533824,Vladimir Putin,-1,LN
296,894687459690151937,Vladimir Putin,1,TFNLN
297,894576348810883073,Vladimir Putin,0,LN
298,894688060008407040,Vladimir Putin,-1,TLN
299,886340209045929984,Vladimir Putin,1,FN
300,897591922516086787,Vladimir Putin,-1,FNLN
301,879696327449485313,Vladimir Putin,0,LN
302,894420702526230528,Vladimir Putin,-1,LN
303,885902037669486592,Vladimir Putin,-1,LN
304,879799170260811776,Vladimir Putin,-1,LN
305,895284303998963713,Vladimir Putin,-1,TFNLN
306,890956380009582592,Vladimir Putin,-1,TLN
307,893310673048010753,Vladimir Putin,-1,LN
308,881726103571791872,Vladimir Putin,-1,FN
309,894737359127883776,Vladimir Putin,-1,FN
310,898684405291433985,Vladimir Putin,0,LN
311,898226768397516800,Vladimir Putin,0,FNLN
312,897106790281650177,Vladimir Putin,-1,LN
313,894582309235474433,Vladimir Putin,-1,LN
314,879151476509216770,Vladimir Putin,-1,FNLN
315,894747078168952833,Vladimir Putin,-1,LN
316,891057995609714691,Vladimir Putin,-1,LN
317,890859222170316800,Vladimir Putin,0,TFNLN
318,887587298380001280,Vladimir Putin,0,TFNLN
319,888005516630294531,Vladimir Putin,-1,LN
320,890605494267662336,Vladimir Putin,-1,TLN
321,890878583102619650,Vladimir Putin,-1,LN
322,891097193930674176,Vladimir Putin,-1,TLN
323,886910227005788160,Vladimir Putin,1,LN
324,886339239671062528,Vladimir Putin,1,TFNLN
325,897542265085730816,Vladimir Putin,-1,FNLN
326,887172598936858624,Vladimir Putin,0,TFNLN
327,890575136046428160,Vladimir Putin,1,TLN
328,894215091977162753,Vladimir Putin,1,FNLN
329,890425313137762304,Vladimir Putin,-1,TLN
330,894662751368339456,Vladimir Putin,-1,TLN
331,889272380752875520,Vladimir Putin,-1,LN
332,898974808183943168,Vladimir Putin,-1,LN
333,888016045528821760,Vladimir Putin,-1,TLN
334,886412390081941504,Vladimir Putin,0,LN
335,881931659515441152,Vladimir Putin,1,FN
336,899183051703410690,Vladimir Putin,0,TLN
337,899145163007705088,Vladimir Putin,-1,LN
338,887295704472989697,Vladimir Putin,-1,FN
339,878969920842813441,Vladimir Putin,1,FNLN
340,890646491718590464,Vladimir Putin,-1,LN
341,893272783009980416,Vladimir Putin,0,FNLN
342,880249150541107200,Vladimir Putin,-1,LN
343,894394868771954689,Vladimir Putin,0,LN
344,890546615857164289,Vladimir Putin,0,TLN
345,880246194693451776,Vladimir Putin,-1,LN
346,885959433410420738,Vladimir Putin,-1,FNLN
347,894397986486325251,Vladimir Putin,-1,LN
348,893338068912091136,Vladimir Putin,-1,LN
349,890677733742714882,Vladimir Putin,-1,LN
350,879757306405285888,Vladimir Putin,-1,LN
351,895280972433936384,Vladimir Putin,-1,LN
352,886390193439342592,Vladimir Putin,1,LN
353,895256089112920064,Vladimir Putin,-1,LN
354,880595864179400704,Vladimir Putin,1,TFNLN
355,882244053336702981,Vladimir Putin,-1,LN
356,892868358441455616,Vladimir Putin,0,FNLN
357,893904755088556034,Vladimir Putin,0,FNLN
358,881182206357622785,Vladimir Putin,-1,FNLN
359,894743987956756480,Vladimir Putin,-1,LN
360,897110841505480705,Vladimir Putin,-1,LN
361,882002872745021440,Vladimir Putin,-1,LN
362,891108725678895104,Vladimir Putin,-1,LN
363,897292693927321600,Vladimir Putin,0,TLN
364,885926203110117376,Vladimir Putin,-1,LN
365,894234554067595264,Vladimir Putin,-1,LN
366,890650549565104129,Vladimir Putin,1,TLN
367,890565161312038912,Vladimir Putin,-1,LN
368,887537588332113921,Vladimir Putin,-1,FNLN
369,890701847643795456,Vladimir Putin,-1,LN
370,894111466822959105,Vladimir Putin,1,TLN
371,894951794631114754,Vladimir Putin,-1,LN
372,887679119923724291,Vladimir Putin,-1,LN
373,880798444432052224,Vladimir Putin,1,TFNLN
374,880517619291389953,Vladimir Putin,-1,FNLN
375,879807931130269696,Vladimir Putin,-1,LN
376,890069365151891456,Vladimir Putin,-1,LN
377,879111375322140673,Vladimir Putin,0,FNLN
378,885913313002967040,Vladimir Putin,-1,LN
379,894352661775962112,Vladimir Putin,-1,LN
380,897183693441298432,Vladimir Putin,0,LN
381,890505304131215360,Vladimir Putin,1,TLN
382,887685415372816385,Vladimir Putin,0,LN
383,887659538182176769,Vladimir Putin,-1,FNLN
384,885504066658328578,Vladimir Putin,-1,FNLN
385,890705807528022016,Vladimir Putin,-1,LN
386,889271262027149318,Vladimir Putin,0,LN
387,888840393059643392,Vladimir Putin,1,TFNLN
388,889146914339520512,Vladimir Putin,-1,TLN
389,890601639790256129,Vladimir Putin,0,LN
390,886972578979602432,Vladimir Putin,-1,LN
391,889621924137099264,Vladimir Putin,-1,TLN
392,890400899578736640,Vladimir Putin,-1,LN
393,890645113080209409,Vladimir Putin,-1,LN
394,887252069828231168,Vladimir Putin,0,TLN
395,890056728750043137,Vladimir Putin,-1,LN
396,894632512672149504,Vladimir Putin,-1,LN
397,898686619170951168,Vladimir Putin,-1,LN
398,887311573361897472,Vladimir Putin,-1,LN
399,890669565373407233,Vladimir Putin,-1,LN
400,890215330982842368,Vladimir Putin,-1,FNLN
401,894473541671936000,Vladimir Putin,-1,LN
402,893361512512765952,Vladimir Putin,1,TFNLN
403,894932988475125765,Vladimir Putin,-1,LN
404,880780998060916737,Vladimir Putin,0,TFNLN
405,890569318815207424,Vladimir Putin,-1,LN
406,885597205184356355,Vladimir Putin,0,FNLN
407,894398342612086784,Vladimir Putin,-1,LN
408,889428068279996416,Vladimir Putin,-1,TLN
409,885227413063569414,Vladimir Putin,-1,FN
410,891083648421724161,Vladimir Putin,-1,LN
411,890930376071409664,Vladimir Putin,-1,LN
412,890935208790433792,Vladimir Putin,-1,LN
413,882005981131132928,Vladimir Putin,-1,LN
414,890577410961354753,Vladimir Putin,-1,LN
415,897403534567657474,Vladimir Putin,0,TLN
416,890700298032996353,Vladimir Putin,-1,LN
417,889158791794614272,Vladimir Putin,-1,LN
418,889259657340104704,Vladimir Putin,-1,LN
419,899025033896484864,Vladimir Putin,-1,LN
420,887510107084410880,Vladimir Putin,-1,FN
421,892504492310134788,Vladimir Putin,-1,TFNLN
422,894150358817267712,Vladimir Putin,-1,LN
423,885522294990229504,Vladimir Putin,0,FNLN
424,879737352586973184,Vladimir Putin,-1,LN
425,887809294401503232,Vladimir Putin,1,FNLN
426,889127918084866049,Vladimir Putin,-1,LN
427,890241806063063042,Vladimir Putin,0,TFNLN
428,885923594798325760,Vladimir Putin,0,LN
429,885137248814940161,Vladimir Putin,0,TFNLN
430,885195532771176453,Vladimir Putin,-1,TLN
431,887506899226284033,Vladimir Putin,0,LN
432,887340869904326657,Vladimir Putin,-1,LN
433,890015739293319168,Vladimir Putin,-1,LN
434,885931694200508416,Vladimir Putin,-1,LN
435,893341541342818305,Vladimir Putin,-1,LN
436,895047301433053184,Vladimir Putin,-1,FN
437,895197971469479937,Vladimir Putin,1,LN
438,889157423394467840,Vladimir Putin,-1,LN
439,879791570219929600,Vladimir Putin,-1,LN
440,885238837051629568,Vladimir Putin,1,FNLN
441,893657251776348160,Vladimir Putin,1,FNLN
442,887486698552250368,Vladimir Putin,0,FN
443,892167777729077249,Vladimir Putin,0,FNLN
444,897359270202626049,Vladimir Putin,-1,LN
445,894258367891333120,Vladimir Putin,-1,LN
446,888848234113880065,Vladimir Putin,0,FNLN
447,882240387527696384,Vladimir Putin,-1,TLN
448,887338366370328576,Vladimir Putin,1,LN
449,893315472954929152,Vladimir Putin,-1,LN
450,899025974368411648,Vladimir Putin,-1,LN
451,894463696956645376,Vladimir Putin,-1,LN
452,882231435926671360,Vladimir Putin,1,TFNLN
453,882061687175565313,Vladimir Putin,-1,FN
454,880236580178460674,Vladimir Putin,1,LN
455,891028036916850689,Vladimir Putin,-1,LN
456,879752480606892037,Vladimir Putin,-1,LN
457,898637755252490241,Vladimir Putin,-1,LN
458,880560489603801088,Vladimir Putin,1,FNLN
459,897101165405630465,Vladimir Putin,-1,LN
460,891165083321204736,Vladimir Putin,-1,LN
461,886397171007979521,Vladimir Putin,-1,TLN
462,895248351825756160,Vladimir Putin,-1,LN
463,890650135671169024,Vladimir Putin,0,LN
464,894971611316707328,Vladimir Putin,1,LN
465,890597275348631553,Vladimir Putin,1,LN
466,897107985746370560,Vladimir Putin,1,LN
467,898893402238013441,Vladimir Putin,-1,FN
468,892523273824632832,Vladimir Putin,1,TFNLN
469,898648083679936512,Vladimir Putin,-1,LN
470,890411654172856321,Vladimir Putin,1,LN
471,894951350261428224,Vladimir Putin,0,FN
472,897139930975043584,Vladimir Putin,-1,LN
473,895127653677756416,Vladimir Putin,0,LN
474,887660253055250432,Vladimir Putin,0,FNLN
475,886968991692058624,Vladimir Putin,-1,LN
476,890706133907906560,Vladimir Putin,-1,LN
477,891024384441200641,Vladimir Putin,-1,LN
478,894249127932035072,Vladimir Putin,1,LN
479,893898293234806784,Vladimir Putin,-1,FNLN
480,880661548485705729,Vladimir Putin,0,FNLN
481,897406512624271360,Vladimir Putin,-1,LN
482,887004104333025284,Vladimir Putin,-1,LN
483,893459234804858880,Vladimir Putin,-1,LN
484,891107460009865216,Vladimir Putin,-1,LN
485,898069105256824832,Vladimir Putin,0,TFNLN
486,890784575454011395,Vladimir Putin,-1,LN
487,895198436492013568,Vladimir Putin,-1,LN
488,897412952436768768,Vladimir Putin,-1,LN
489,893858756609683457,Vladimir Putin,1,FNLN
490,881875726638731264,Vladimir Putin,0,TFNLN
491,894795570455486464,Vladimir Putin,-1,FNLN
492,878730865341321216,Vladimir Putin,-1,FN
493,879790600379400192,Vladimir Putin,-1,LN
494,891074200093556739,Vladimir Putin,0,TLN
495,895041820115292160,Vladimir Putin,-1,LN
496,879983571859058689,Vladimir Putin,1,TFNLN
497,897161704504733696,Vladimir Putin,0,LN
498,890176796028698625,Vladimir Putin,-1,LN
499,894938989374910464,Vladimir Putin,-1,LN
500,889625784041787392,Vladimir Putin,0,FN
501,880218686048669697,Vladimir Putin,-1,TLN
502,885530558079451140,Vladimir Putin,-1,LN
503,890707147750871044,Vladimir Putin,-1,LN
504,890565811928170497,Vladimir Putin,-1,LN
505,885901922095439872,Vladimir Putin,-1,LN
506,894950543860391936,Vladimir Putin,-1,LN
507,887323780044816385,Vladimir Putin,-1,LN
508,890804904352112640,Vladimir Putin,-1,LN
509,890827091314434052,Vladimir Putin,-1,LN
510,894932307055869954,Vladimir Putin,-1,LN
511,892783686994845697,Vladimir Putin,0,FNLN
512,887337534023503872,Vladimir Putin,0,LN
513,895117250205822979,Vladimir Putin,-1,LN
514,897298367142912001,Vladimir Putin,-1,LN
515,890964579039158272,Vladimir Putin,-1,LN
516,885972633598267394,Vladimir Putin,1,FN
517,880226552591417344,Vladimir Putin,0,LN
518,890081874361683968,Vladimir Putin,-1,LN
519,891019107646279680,Vladimir Putin,-1,LN
520,893436857819811840,Vladimir Putin,-1,LN
521,895274115774500864,Vladimir Putin,0,LN
522,890564171292524545,Vladimir Putin,-1,LN
523,894282605088165888,Vladimir Putin,0,LN
524,880211934024519680,Vladimir Putin,-1,LN
525,894686688936693760,Vladimir Putin,1,LN
526,889305438923235329,Vladimir Putin,-1,LN
527,891080247508160513,Vladimir Putin,-1,LN
528,889125835935961089,Vladimir Putin,-1,LN
529,894668711394717696,Vladimir Putin,-1,TLN
530,893923415085678592,Vladimir Putin,1,FN
531,898591954170138625,Vladimir Putin,-1,FNLN
532,879740366303481858,Vladimir Putin,-1,TLN
533,894802058934726656,Vladimir Putin,-1,TLN
534,894034359040315392,Vladimir Putin,1,FNLN
535,879517722190659584,Vladimir Putin,-1,FNLN
536,879745032227573760,Vladimir Putin,-1,LN
537,882228730084687875,Vladimir Putin,1,TFNLN
538,894704703379865600,Vladimir Putin,-1,LN
539,894242144117956609,Vladimir Putin,1,FNLN
540,880190258972733445,Vladimir Putin,-1,LN
541,890065174647906304,Vladimir Putin,-1,TLN
542,895132660728594432,Vladimir Putin,-1,LN
543,897113843951783937,Vladimir Putin,-1,LN
544,881977373671006208,Vladimir Putin,-1,LN
545,891009364089339904,Vladimir Putin,-1,FNLN
546,883207143830069249,Vladimir Putin,-1,FN
547,888026688721780736,Vladimir Putin,0,LN
548,897111032073682944,Vladimir Putin,1,TLN
549,879755116328439808,Vladimir Putin,-1,LN
550,894360087401201664,Vladimir Putin,-1,LN
551,894974469009281025,Vladimir Putin,1,LN
552,898886498052743168,Vladimir Putin,-1,LN
553,878985950281564160,Vladimir Putin,0,FN
554,882099484666216448,Vladimir Putin,-1,FNLN
555,894465513539198976,Vladimir Putin,1,TLN
556,881289620973015040,Vladimir Putin,1,TFNLN
557,891123824607068165,Vladimir Putin,-1,LN
558,893415342889979904,Vladimir Putin,-1,LN
559,887673333189296128,Vladimir Putin,-1,FNLN
560,882112556202049536,Vladimir Putin,-1,FNLN
561,894225902392836096,Vladimir Putin,1,TLN
562,894539761658073089,Vladimir Putin,-1,LN
563,894377097761894400,Vladimir Putin,-1,LN
564,890785153290690560,Vladimir Putin,1,TLN
565,890702713570250752,Vladimir Putin,-1,TLN
566,894219645510615040,Vladimir Putin,-1,LN
567,887337077465120770,Vladimir Putin,-1,FNLN
568,887689242813628417,Vladimir Putin,0,TLN
569,894926914565136386,Vladimir Putin,1,LN
570,879804638643539968,Vladimir Putin,1,FN
571,893962098639867910,Vladimir Putin,1,FNLN
572,892826157808320512,Vladimir Putin,-1,FN
